T,min_hessian_eigenvalue,negative_modes
0.5,0.08016219562000515,0
0.529608938547486,0.07544071002735109,0
0.5592178770949721,0.07120613771314765,0
0.5888268156424581,0.06738502591508677,0
0.6184357541899441,0.06391798870549792,0
0.6480446927374302,0.060756493446774584,0
0.6776536312849162,0.05786048971015134,0
0.7072625698324022,0.0551966337735621,0
0.7368715083798882,0.05273694117897776,0
0.7664804469273743,0.050457751597377865,0
0.7960893854748603,0.04833892469252987,0
0.8256983240223463,0.04636320899942348,0
0.8553072625698324,0.04451574189033636,0
0.8849162011173184,0.04278364992785555,0
0.9145251396648044,0.041155726851798136,0
0.9441340782122905,0.0396221721572374,0
0.9737430167597765,0.03817437736887541,0
1.0033519553072625,0.03680475015647744,0
1.0329608938547485,0.03550656870027069,0
1.0625698324022346,0.034273860405619416,0
1.0921787709497206,0.03310130034520853,0
1.1217877094972066,0.03198412578541365,0
1.1513966480446927,0.030918063900116977,0
1.1810055865921787,0.02989927035855544,0
1.2106145251396647,0.028924276925067716,0
1.2402234636871508,0.027989946564900947,0
1.2698324022346368,0.027093434830760543,0
1.2994413407821228,0.0262321565285788,0
1.3290502793296088,0.02540375683872753,0
1.3586592178770949,0.024606086213793787,0
1.388268156424581,0.023837178488349764,0
1.417877094972067,0.023095231731190324,0
1.447486033519553,0.022378591448443785,0
1.477094972067039,0.021685735805988315,0
1.5067039106145252,0.021015262594630713,0
1.5363128491620113,0.020365877703000024,0
1.5659217877094973,0.019736384897441894,0
1.5955307262569833,0.019125676740486597,0
1.6251396648044694,0.018532726501462093,0
1.6547486033519554,0.01795658093635666,0
1.6843575418994414,0.017396353828530664,0
1.7139664804469275,0.016851220199328054,0
1.7435754189944135,0.01632041110821092,0
1.7731843575418995,0.015803208974375593,0
1.8027932960893855,0.015298943358970973,0
1.8324022346368716,0.014806987156418927,0
1.8620111731843576,0.014326753148964144,0
1.8916201117318436,0.013857690885060947,0
1.9212290502793297,0.013399283846155186,0
1.9508379888268157,0.012951046871648941,0
1.9804469273743017,0.01251252381479162,0
2.010055865921788,0.012083285405736888,0
2.0396648044692736,0.011662927300790216,0
2.06927374301676,0.01125106829894662,0
2.0988826815642456,0.01084734870966031,0
2.128491620111732,0.010451428856669054,0
2.1581005586592177,0.01006298770499825,0
2.187709497206704,0.009681721599520188,0
2.2173184357541897,0.00930734310452408,0
2.246927374301676,0.008939579935059783,0
2.276536312849162,0.008578173971670822,0
2.3061452513966483,0.008222880351070216,0
2.335754189944134,0.007873466625824221,0
2.3653631284916203,0.007529711987416476,0
2.394972067039106,0.007191406546695589,0
2.4245810055865924,0.006858350667158675,0
2.454189944134078,0.006530354346466538,0
2.4837988826815645,0.006207236642268299,0
2.5134078212290505,0.005888825138413267,0
2.5430167597765365,0.00557495544876474,0
2.5726256983240225,0.005265470754977741,0
2.6022346368715086,0.004960221375966967,0
2.6318435754189946,0.004659064366535404,0
2.6614525139664806,0.004361863142520406,0
2.6910614525139667,0.004068487131007714,0
2.7206703910614527,0.003778811443083896,0
2.7502793296089387,0.0034927165680471717,0
2.7798882681564248,0.0032100880868313197,0
2.809497206703911,0.0029308164037331608,0
2.839106145251397,0.002654796494994116,0
2.868715083798883,0.002381927672729489,0
2.898324022346369,0.002112113363551771,0
2.927932960893855,0.0018452609005237264,0
2.957541899441341,0.0015812813275317694,0
2.987150837988827,0.0013200892154543453,0
3.016759776536313,0.0010616024891021425,0
3.046368715083799,0.0008057422640774803,0
3.075977653631285,0.0005524326933254997,0
3.105586592178771,0.0003016008224392408,0
3.135195530726257,5.317645278068994e-05,0
3.164804469273743,-0.00019290798709903356,1
3.194413407821229,-0.0004367175635309195,1
3.224022346368715,-0.0006783149524665077,1
3.2536312849162012,-0.0009177605484183005,1
3.2832402234636873,-0.0011551125674316154,1
3.3128491620111733,-0.0013904271441447236,1
3.3424581005586593,-0.0016237584241878267,1
3.3720670391061454,-0.0018551586514945484,1
3.4016759776536314,-0.0020846782509238437,1
3.4312849162011174,-0.002312365906988134,1
3.4608938547486034,-0.002538268638033969,1
3.4905027932960895,-0.002762431867097348,1
3.5201117318435755,-0.002984899488950532,1
3.5497206703910615,-0.0032057139337950957,1
3.5793296089385476,-0.003424916227885433,1
3.6089385474860336,-0.003642546051082718,1
3.6385474860335196,-0.003858641791651962,1
3.6681564245810057,-0.004073240598444272,1
3.6977653631284917,-0.004286378430407467,1
3.7273743016759777,-0.0044980901039082255,1
3.7569832402234637,-0.004708409337879971,1
3.78659217877095,-0.004917368796427013,1
3.816201117318436,-0.00512500013006445,1
3.845810055865922,-0.0053313340145138,1
3.875418994413408,-0.005536400188049129,1
3.905027932960894,-0.005740227487024185,1
3.93463687150838,-0.0059428438797795025,1
3.964245810055866,-0.006144276499085777,1
3.993854748603352,-0.0063445516730809,1
4.023463687150838,-0.006543694954928014,1
4.053072625698324,-0.006741731151080899,1
4.08268156424581,-0.006938684348398283,1
4.1122905027932966,-0.007134577939993392,1
4.141899441340782,-0.007329434650060307,1
4.171508379888268,-0.007523276557662939,1
4.201117318435754,-0.007716125119387129,1
4.230726256983241,-0.007908001191168523,1
4.260335195530726,-0.008098925049139893,1
4.289944134078212,-0.008288916409696867,1
4.319553072625698,-0.008477994448597315,1
4.349162011173185,-0.008666177819435461,1
4.37877094972067,-0.008853484671234924,1
4.408379888268156,-0.009039932665459105,1
4.437988826815642,-0.0092255389922542,1
4.467597765363129,-0.009410320386010085,1
4.4972067039106145,-0.009594293140438026,1
4.526815642458101,-0.009777473122952074,1
4.556424581005587,-0.009959875788538852,1
4.586033519553073,-0.010141516193030498,1
4.615642458100559,-0.01032240900592285,1
4.645251396648045,-0.010502568522724687,1
4.674860335195531,-0.010682008676781152,1
4.704469273743017,-0.01086074305062823,1
4.734078212290503,-0.011038784887006159,1
4.763687150837989,-0.011216147099418095,1
4.793296089385475,-0.011392842282319293,1
4.822905027932961,-0.011568882720851548,1
4.852513966480447,-0.011744280400307616,1
4.882122905027933,-0.01191904701522617,1
4.911731843575419,-0.012093193978216732,1
4.941340782122905,-0.01226673242825882,1
4.970949720670391,-0.012439673239015292,1
5.0005586592178775,-0.012612027026534633,1
5.030167597765363,-0.01278380415699587,1
5.0597765363128495,-0.012955014753885052,1
5.089385474860335,-0.01312566870510068,1
5.118994413407822,-0.013295775669760701,1
5.148603351955307,-0.013465345084838987,1
5.178212290502794,-0.013634386171432311,1
5.207821229050279,-0.013802907940913656,1
5.237430167597766,-0.013970919200914977,1
5.267039106145251,-0.014138428561011551,1
5.296648044692738,-0.014305444438249992,1
5.326256983240223,-0.01447197506251996,1
5.35586592178771,-0.014638028481712695,1
5.385474860335195,-0.014803612566765878,1
5.415083798882682,-0.014968735016424262,1
5.4446927374301675,-0.015133403362000308,1
5.474301675977654,-0.015297624971822188,1
5.5039106145251395,-0.015461407055724408,1
5.533519553072626,-0.015624756669197382,1
5.563128491620112,-0.01578768071750858,1
5.592737430167598,-0.015950185959709984,1
5.622346368715084,-0.016112279012475028,1
5.65195530726257,-0.016273966353836045,1
5.681564245810056,-0.016435254326751192,1
5.711173184357542,-0.01659614914267138,1
5.740782122905028,-0.016756656884894028,1
5.770391061452514,-0.0169167835118742,1
5.8,-0.01707653486035099,1
